link,date
https://foreignpolicy.com/2020/12/23/china-tech-giants-process-stolen-data-spy-agencies/,2024/11/18
https://www.secureworks.com/blog/opsec-mistakes-reveal-cobalt-mirage-threat-actors,2024/11/18
https://www.group-ib.com/resources/threat-research/Anunak_APT_against_financial_institutions.pdf,2024/11/18
https://blog.malwarebytes.com/threat-intelligence/2022/01/patchwork-apt-caught-in-its-own-web/,2024/11/18
https://boho.or.kr/filedownload.do?attach_file_seq=2695&attach_file_id=EpF2695.pdf,2024/11/18
https://therecord.media/rio-de-janeiro-finance-department-hit-with-lockbit-ransomware/,2024/11/18
https://www.arbornetworks.com/blog/asert/wp-content/uploads/2014/06/ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT.pdf,2024/11/18
https://www.cybereason.com/blog/portdoor-new-chinese-apt-backdoor-attack-targets-russian-defense-sector,2024/11/18
https://www.symantec.com/blogs/threat-intelligence/leafminer-espionage-middle-east,2024/11/18
https://unit42.paloaltonetworks.com/trident-ursa/,2024/11/18
http://money.cnn.com/2015/02/04/technology/anthem-insurance-hack-data-security/,2024/11/18
https://www.cybereason.com/blog/rundll32-the-infamous-proxy-for-executing-malicious-code,2024/11/18
https://cyware.com/news/sidecopy-apt-targets-indian-and-afghan-governments-16b376a5,2024/11/18
https://www.ncsc.gov.uk/news/uk-republic-of-korea-issue-warning-dprk-state-linked-cyber-actors-attacking-software-supply-chains,2024/11/18
https://attack.mitre.org/groups/G1004/,2024/11/18
https://unit42.paloaltonetworks.com/muddled-libra-evolution-to-cloud/,2024/11/18
https://www.prodaft.com/m/reports/Conti_TLPWHITE_v1.6_WVcSEtc.pdf,2024/11/18
https://www.us-cert.gov/ncas/alerts/TA17-293A,2024/11/18
https://securelist.com/black-ddos/36309/,2024/11/18
https://www.cybereason.com/blog/operation-cuckoobees-deep-dive-into-stealthy-winnti-techniques,2024/11/18
https://www.bleepingcomputer.com/news/security/mgm-resorts-shuts-down-it-systems-after-cyberattack/,2024/11/18
http://www.slideshare.net/CrowdStrike/crowd-casts-monthly-you-have-an-adversary-problem,2024/11/18
https://redalert.nshc.net/2019/03/19/sectorm04-targeting-singapore-custom-malware-analysis/,2024/11/18
https://unit42.paloaltonetworks.com/pymicropsia/,2024/11/18
https://www.sentinelone.com/labs/moshen-dragons-triad-and-error-approach-abusing-security-software-to-sideload-plugx-and-shadowpad/,2024/11/18
https://www.forcepoint.com/tr/blog/x-labs/zeus-panda-delivered-sundown-targets-uk-banks,2024/11/18
https://shadownet.co.za/2019/07/01/locky-ransomware-is-back-in-a-big-way/,2024/11/18
https://research.checkpoint.com/2019/planetwork-face-to-face-with-cyber-crime/,2024/11/18
https://www.fbi.gov/news/press-releases/fbi-confirms-lazarus-group-cyber-actors-responsible-for-harmonys-horizon-bridge-currency-theft,2024/11/18
https://www.state.gov/reward-offers-for-information-to-bring-conti-ransomware-variant-co-conspirators-to-justice/,2024/11/18
https://www.cybereason.com/blog/blue-teaming-on-macos-with-eslogger,2024/11/18
https://techmonitor.ai/techonology/cybersecurity/nefilim-hackers-publish-oil-firm,2024/11/18
https://blogs.blackberry.com/en/2021/09/threat-thursday-phobos-ransomware,2024/11/18
https://research.checkpoint.com/2018/deep-dive-upas-kit-vs-kronos/,2024/11/18
https://www.bloomberg.com/news/articles/2018-04-22/china-cyberspies-targeted-japanese-firms-for-north-korea-secrets,2024/11/18
https://www.secureworks.com/blog/cybercriminals-increasingly-trying-to-ensnare-the-big-financial-fish,2024/11/18
https://www.newyorker.com/magazine/2021/02/08/the-next-cyberattack-is-already-under-way,2024/11/18
https://www.group-ib.com/media/silence_ta505_attacks_in_europe/,2024/11/18
https://www.sentinelone.com/labs/jumpcloud-intrusion-attacker-infrastructure-links-compromise-to-north-korean-apt-activity/,2024/11/18
https://en.wikipedia.org/wiki/GCHQ,2024/11/18
https://www.bleepingcomputer.com/news/security/auto-parts-giant-autozone-warns-of-moveit-data-breach/,2024/11/18
https://research.checkpoint.com/2024/22nd-april-threat-intelligence-report/,2024/11/18
https://blogs.blackberry.com/en/2019/09/blackberry-cylance-vs-trickbot-infostealer-malware,2024/11/18
https://research.checkpoint.com/2023/elections-spotlight-generative-ai-and-deep-fakes/,2024/11/18
https://www.bleepingcomputer.com/news/security/ransomware-gang-creates-site-for-employees-to-search-for-their-stolen-data/,2024/11/18
https://securelist.com/the-dropping-elephant-actor/75328/,2024/11/18
https://securelist.com/project-tajmahal/90240/,2024/11/18
https://www.bleepingcomputer.com/news/security/sodinokibi-ransomware-to-stop-taking-bitcoin-to-hide-money-trail/,2024/11/18
https://www.mandiant.com/resources/unc2452-merged-into-apt29,2024/11/18
https://www.bleepingcomputer.com/news/security/computer-giant-acer-hit-by-50-million-ransomware-attack/,2024/11/18
https://unit42.paloaltonetworks.com/xhunt-campaign-backdoors/,2024/11/18
https://www.cyber.gov.au/acsc/view-all-content/advisories/advisory-2020-008-copy-paste-compromises-tactics-techniques-and-procedures-used-target-multiple-australian-networks,2024/11/18
http://krebsonsecurity.com/2015/02/china-to-blame-in-anthem-hack/,2024/11/18
https://securelist.com/operation-parliament-who-is-doing-what/85237/,2024/11/18
https://www.zdnet.com/article/these-hackers-are-using-android-surveillance-malware-to-target-opponents-of-the-syrian-government/,2024/11/18
https://securelist.com/winnti-stolen-digital-certificates-re-used-in-current-watering-hole-attacks-on-tibetan-and-uyghur-groups-3/35692/,2024/11/18
https://www.fireeye.com/blog/threat-research/2019/04/pick-six-intercepting-a-fin6-intrusion.html,2024/11/18
https://www.justice.gov/opa/pr/north-korean-regime-backed-programmer-charged-conspiracy-conduct-multiple-cyber-attacks-and,2024/11/18
https://www.trendmicro.com/en_us/research/22/d/new-apt-group-earth-berberoka-targets-gambling-websites-with-old.html,2024/11/18
https://www.darkreading.com/attacks-breaches/shell-latest-cl0p-moveit-victim,2024/11/18
http://www.bbc.com/news/technology-40297493,2024/11/18
https://research.checkpoint.com/2020/covid-19-goes-mobile-coronavirus-malicious-applications-discovered/,2024/11/18
https://www.microsoft.com/security/blog/2022/01/15/destructive-malware-targeting-ukrainian-organizations/,2024/11/18
https://news.softpedia.com/news/trochilus-rat-evades-antivirus-detection-used-for-cyber-espionage-in-south-east-asia-498776.shtml,2024/11/18
https://blog.trendmicro.com/trendlabs-security-intelligence/redbaldknight-bronze-butler-daserf-backdoor-now-using-steganography/,2024/11/18
http://www.nytimes.com/2014/10/02/business/protesters-are-targets-of-scrutiny-through-their-phones.html,2024/11/18
https://www.justice.gov/opa/speech/deputy-attorney-general-rod-j-rosenstein-announces-charges-against-chinese-hackers,2024/11/18
https://www.group-ib.com/blog/cobalt,2024/11/18
https://therecord.media/son-of-conti/,2024/11/18
http://www.nbcnews.com/id/16057306/ns/technology_and_science-security/t/hackers-attack-us-naval-war-college/#.VckLXflVhBc,2024/11/18
https://therecord.media/chinese-hackers-targeted-us-reporters-before-capitol-attack-and-russian-invasion-report-finds/,2024/11/18
https://securelist.com/apt-trends-report-q1-2022/106351/,2024/11/18
https://securityaffairs.co/wordpress/128912/cyber-crime/lapsus-ransomware-is-hiring.html,2024/11/18
https://www.trendmicro.de/cloud-content/us/pdfs/security-intelligence/white-papers/wp-safe-a-targeted-threat.pdf,2024/11/18
https://securityintelligence.com/x-force/itg05-ops-leverage-israel-hamas-conflict-lures-to-deliver-headlace-malware/,2024/11/18
https://securelist.com/apt10-tracking-down-lodeinfo-2022-part-i/107742/,2024/11/18
https://www.trendmicro.com/en_us/research/19/f/mobile-cyberespionage-campaign-bouncing-golf-affects-middle-east.html,2024/11/18
https://research.checkpoint.com/2021/freakout-leveraging-newest-vulnerabilities-for-creating-a-botnet/,2024/11/18
https://www.crowdstrike.com/blog/an-analysis-of-lightbasin-telecommunications-attacks/,2024/11/18
https://cyware.com/news/researchers-laid-bare-toolset-distribution-point-of-mustang-panda-aff098ef,2024/11/18
https://www.washingtonpost.com/technology/2021/12/03/israel-nso-pegasus-hack-us-diplomats/,2024/11/18
https://unit42.paloaltonetworks.com/russian-apt-fighting-ursa-exploits-cve-2023-233397/,2024/11/18
https://www.bleepingcomputer.com/news/security/ransomexx-ransomware-also-encrypts-linux-systems/,2024/11/18
https://www.bleepingcomputer.com/news/security/global-it-services-provider-inetum-hit-by-ransomware-attack/,2024/11/18
https://blogs.blackberry.com/en/2019/07/threat-spotlight-virlock-polymorphic-ransomware,2024/11/18
https://www.bitdefender.com/blog/labs/fin8-threat-actor-spotted-once-again-with-new-sardonic-backdoor/,2024/11/18
https://www.cyberscoop.com/bayer-breached-china-wicked-panda/,2024/11/18
https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-187a,2024/11/18
https://www.trendmicro.com/vinfo/us/security/news/cyber-attacks/operation-woolen-goldfish-when-kittens-go-phishing,2024/11/18
https://research.checkpoint.com/2021/clast82-a-new-dropper-on-google-play-dropping-the-alienbot-banker-and-mrat/,2024/11/18
https://www.databreaches.net/thai-entities-continue-to-fall-prey-to-cyberattacks-and-leaks/,2024/11/18
https://therecord.media/china-linked-hackers-target-organizations-operating-in-south-china-sea/,2024/11/18
https://www.cyberscoop.com/apt27-mongolia-kaspersky/,2024/11/18
https://research.checkpoint.com/2023/the-obvious-the-normal-and-the-advanced-a-comprehensive-analysis-of-outlook-attack-vectors/,2024/11/18
https://blogs.blackberry.com/en/2022/08/blackcat-ransomware-watch-blackberry-defeat-it,2024/11/18
https://blog.talosintelligence.com/ransomware-affiliate-model/,2024/11/18
https://www.nbcnews.com/tech/security/how-uae-used-u-s-mercenaries-cyber-super-weapon-spy-n964436,2024/11/18
https://therecord.media/israel-technion-ransomware-attack-iran-darkbit-muddywater,2024/11/18
https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/,2024/11/18
https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-347a,2024/11/18
https://www.proofpoint.com/us/threat-insight/post/ta505-targets-us-retail-industry-personalized-attachments,2024/11/18
https://paper.seebug.org/papers/APT/APT_CyberCriminal_Campagin/2013/Unveiling%20an%20Indian%20Cyberattack%20Infrastructure%20-%20appendixes.pdf,2024/11/18
https://diplomatie.belgium.be/en/news/declaration-minister-foreign-affairs-malicious-cyber-activities,2024/11/18
https://www.securonix.com/blog/security-advisory-steadyursa-attack-campaign-targets-ukraine-military/,2024/11/18
https://securelist.com/toddycat-keep-calm-and-check-logs/110696/,2024/11/18
https://www.proofpoint.com/us/blog/threat-insight/chasing-currents-espionage-south-china-sea,2024/11/18
https://yoroi.company/research/the-evolution-of-aggah-from-roma225-to-the-rg-campaign/,2024/11/18
https://securelist.com/gopuram-backdoor-deployed-through-3cx-supply-chain-attack/109344/,2024/11/18
https://www.justice.gov/opa/pr/malware-author-pleads-guilty-role-transnational-cybercrime-organization-responsible-more-568,2024/11/18
https://securelist.com/shamoon-the-wiper-copycats-at-work/57854/,2024/11/18
https://therecord.media/kyivstar-ceo-on-russian-cyberattack-telecom,2024/11/18
https://www.justice.gov/opa/pr/chinese-intelligence-officers-and-their-recruited-hackers-and-insiders-conspired-steal,2024/11/18
https://www.fireeye.com/blog/threat-research/2019/08/game-over-detecting-and-stopping-an-apt41-operation.html,2024/11/18
http://www.nytimes.com/2015/02/05/business/hackers-breached-data-of-millions-insurer-says.html,2024/11/18
https://www.bleepingcomputer.com/news/security/lockbit-ransomware-self-spreads-to-quickly-encrypt-225-systems/,2024/11/18
https://attack.mitre.org/groups/G0062/,2024/11/18
https://www.theguardian.com/world/2021/dec/20/un-backed-investigator-into-possible-yemen-war-crimes-targeted-by-spyware,2024/11/18
http://www.spiegel.de/international/world/espionage-report-merkel-s-china-visit-marred-by-hacking-allegations-a-502169.html,2024/11/18
https://www.reuters.com/article/us-community-health-cybersecurity/community-health-says-data-stolen-in-cyber-attack-from-china-idUSKBN0GI16N20140818,2024/11/18
https://www.sygnia.co/mata-framework,2024/11/18
https://pan-unit42.github.io/playbook_viewer/?pb=moldypisces,2024/11/18
https://blogs.blackberry.com/en/2018/12/poking-the-bear-three-year-campaign-targets-russian-critical-infrastructure,2024/11/18
https://www.nytimes.com/2013/03/21/world/asia/south-korea-computer-network-crashes.html,2024/11/18
https://securelist.com/gaza-cybergang-group1-operation-sneakypastes/90068/,2024/11/18
https://attack.mitre.org/groups/G0099/,2024/11/18
https://asec.ahnlab.com/en/53132/,2024/11/18
https://attack.mitre.org/groups/G0054/,2024/11/18
https://web.archive.org/web/20150322214113/https://www.sans.org/reading-room/whitepapers/malicious/detailed-analysis-sykipot-smartcard-proxy-variant-33919,2024/11/18
http://www.geekpark.net/news/254734,2024/11/18
https://www.clearskysec.com/wp-content/uploads/2023/05/Fata-Morgana-Israeli-Websites-Infected-by-Iranian-Group-1.8.pdf,2024/11/18
https://www.cert.ssi.gouv.fr/uploads/CERTFR-2021-CTI-005.pdf,2024/11/18
https://www.fireeye.com/blog/threat-research/2019/01/global-dns-hijacking-campaign-dns-record-manipulation-at-scale.html,2024/11/18
https://www.crowdstrike.com/blog/who-is-ember-bear/,2024/11/18
https://research.checkpoint.com/2019/the-road-to-qualcomm-trustzone-apps-fuzzing/,2024/11/18
https://blog.avast.com/avast-tracks-down-tempting-cedar-spyware,2024/11/18
https://www.trendmicro.com/en_us/research/21/h/apt41-resurfaces-as-earth-baku-with-new-cyberespionage-campaign.html,2024/11/18
https://attack.mitre.org/groups/G0068/,2024/11/18
https://blog.rapid7.com/2013/06/07/keyboy-targeted-attacks-against-vietnam-and-india/,2024/11/18
https://blog.talosintelligence.com/2022/09/gamaredon-apt-targets-ukrainian-agencies.html,2024/11/18
/3cx-softphone-supply-chain-compromise/,2024/11/18
http://blogs.360.cn/post/APT-C-39_CIA_EN.html,2024/11/18
https://dragos.com/blog/crashoverride/CrashOverride-01.pdf,2024/11/18
https://www.europol.europa.eu/newsroom/news/mastermind-behind-eur-1-billion-cyber-bank-robbery-arrested-in-spain,2024/11/18
https://blogs.blackberry.com/en/2020/04/threat-spotlight-secret-agent-tesla,2024/11/18
[https://www.bleepingcomputer.com/news/security/hackers-use-contis-leaked-ransomware-to-attack-russian-companies/,2024/11/18
https://www.microsoft.com/en-us/security/blog/2022/09/08/microsoft-investigates-iranian-attacks-against-the-albanian-government/,2024/11/18
https://www.sentinelone.com/labs/kimsuky-new-social-engineering-campaign-aims-to-steal-credentials-and-gather-strategic-intelligence/,2024/11/18
https://www.kaspersky.com/resource-center/threats/crouching-yeti-energetic-bear-malware-threat,2024/11/18
https://www.scmp.com/news/asia/article/3106106/australias-coronavirus-hotspot-victoria-eases-restrictions-indias,2024/11/18
https://www.bleepingcomputer.com/news/security/new-doppelpaymer-ransomware-emerges-from-bitpaymers-code/,2024/11/18
https://www.fireeye.com/blog/threat-research/2021/04/unc2447-sombrat-and-fivehands-ransomware-sophisticated-financial-threat.htm,2024/11/18
https://sektorcert.dk/wp-content/uploads/2023/11/SektorCERT-The-attack-against-Danish-critical-infrastructure-TLP-CLEAR.pdf,2024/11/18
http://ddanchev.blogspot.com.es/2012/09/dissecting-operation-ababil-osint.html,2024/11/18
https://carnegieendowment.org/2018/01/04/iran-s-cyber-ecosystem-who-are-threat-actors-pub-75140,2024/11/18
https://securelist.com/shamoon-the-wiper-in-details/34369/,2024/11/18
https://www.bleepingcomputer.com/news/security/revil-gang-tries-to-extort-apple-threatens-to-sell-stolen-blueprints/,2024/11/18
/apache-log4j-rce-vulnerability/,2024/11/18
http://www.spiegel.de/international/world/digital-spying-burdens-german-relations-with-beijing-a-885444.html,2024/11/18
https://research.checkpoint.com/2020/vulnerability-in-google-play-core-library-remains-unpatched-in-google-play-applications/,2024/11/18
https://www.cyberscoop.com/rancor-group-cambodia-palo-alto-networks/,2024/11/18
https://www.opencanada.org/features/new-face-syrian-electronic-army/,2024/11/18
https://www.ptsecurity.com/ww-en/analytics/pt-esc-threat-intelligence/space-pirates-tools-and-connections/,2024/11/18
https://research.checkpoint.com/2022/a-modern-ninja-evasive-trickbot-attacks-customers-of-60-high-profile-companies/,2024/11/18
https://www.whitehouse.gov/briefing-room/statements-releases/2021/04/15/a-letter-on-blocking-property-with-respect-to-specified-harmful-foreign-activities-of-the-government-of-the-russian-federation/,2024/11/18
https://threatpost.com/oceanlotus-apt-uses-steganography-to-shroud-payloads/143373/,2024/11/18
https://www.microsoft.com/security/blog/2020/09/10/strontium-detecting-new-patters-credential-harvesting/,2024/11/18
https://attack.mitre.org/groups/G0123/,2024/11/18
https://securelist.com/the-duqu-saga-continues-enter-mr-b-jason-and-tvs-dexter/31442/,2024/11/18
https://www.bbc.com/news/world-asia-46698646,2024/11/18
https://blog.checkpoint.com/2021/07/01/cyber-espionage-on-afghanistan-kyrgyzstan-and-uzbekistan-by-chinese-speaking-hacker-group/,2024/11/18
https://krebsonsecurity.com/2019/02/phishers-target-anti-money-laundering-officers-at-u-s-credit-unions/,2024/11/18
https://www.kaspersky.com/about/press-releases/2012_kaspersky-lab-and-seculert-announce--madi--a-newly-discovered-cyber-espionage-campaign-in-the-middle-east,2024/11/18
https://www.nytimes.com/2020/01/13/us/politics/russian-hackers-burisma-ukraine.html,2024/11/18
https://www.icebrg.io/blog/adobe-flash-zero-day-targeted-attack,2024/11/18
https://www.bleepingcomputer.com/news/security/revil-ransomware-gang-claims-over-100-million-profit-in-a-year/,2024/11/18
https://www.zdnet.com/article/ransomware-gang-donates-part-of-ransom-demands-to-charity-organizations/,2024/11/18
https://www.zdnet.com/article/two-more-cyber-attacks-hit-israels-water-system,2024/11/18
https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,2024/11/18
https://www.bleepingcomputer.com/news/security/russian-hackers-wiped-thousands-of-systems-in-kyivstar-attack/,2024/11/18
https://www.bleepingcomputer.com/news/security/luxottica-data-breach-exposes-820k-eyemed-lenscrafters-patients/,2024/11/18
https://www.darktrace.com/en/blog/apt-35-charming-kitten-discovered-in-a-pre-infected-environment/,2024/11/18
https://www.theverge.com/2015/10/16/9549151/uganda-finfisher-surveillance-spyware-privacy-international,2024/11/18
http://www.japantimes.co.jp/news/2015/06/01/national/crime-legal/japan-pension-system-hacked-1-25-million-cases-personal-data-leaked/#.Vw5ajfkrKUk,2024/11/18
https://blogs.blackberry.com/en/2022/06/follina-zero-day-weaponizes-microsoft-help-tool,2024/11/18
https://securityaffairs.com/141409/data-breach/blackcat-ransomware-solar-industries-india.html,2024/11/18
https://www.bleepingcomputer.com/news/security/nokia-subsidiary-discloses-data-breach-after-conti-ransomware-attack/,2024/11/18
https://securelist.com/the-eyepyramid-attacks/77098/,2024/11/18
https://www.volexity.com/blog/2023/09/22/evilbamboo-targets-mobile-devices-in-multi-year-campaign/,2024/11/18
https://www.trendmicro.com/en_us/research/21/h/confucius-uses-pegasus-spyware-related-lures-to-target-pakistani.html,2024/11/18
https://research.checkpoint.com/2018/telegram-cyber-crimes-channel-choice/,2024/11/18
https://threatpost.com/ranian-apt-6tb-data-citrix/142688/,2024/11/18
https://www.proofpoint.com/us/threat-insight/post/new-version-azorult-stealer-improves-loading-features-spreads-alongside,2024/11/18
https://blogs.blackberry.com/en/2021/07/blackberry-prevents-hancitor-malware,2024/11/18
https://www.welivesecurity.com/2023/06/08/asylum-ambuscade-crimeware-or-cyberespionage/,2024/11/18
https://blog.fox-it.com/2020/11/16/ta505-a-brief-history-of-their-time/,2024/11/18
https://research.checkpoint.com/2021/tiktok-fixes-privacy-issue-discovered-by-check-point-research/,2024/11/18
https://blog.alyac.co.kr/attachment/cfile5.uf@99A0CD415CB67E210DCEB3.pdf,2024/11/18
https://www.microsoft.com/en-us/security/blog/2021/07/29/when-coin-miners-evolve-part-2-hunting-down-lemonduck-and-lemoncat-attacks/,2024/11/18
https://www.zdnet.com/article/hollywood-hospital-becomes-ransomware-victim/,2024/11/18
https://blogs.blackberry.com/en/2021/12/life-with-log4shell-a-blackberry-perspective,2024/11/18
https://home.treasury.gov/news/press-releases/sm0332,2024/11/18
https://blog.talosintelligence.com/2019/07/sweed-agent-tesla.html,2024/11/18
https://en.wikipedia.org/wiki/Sality,2024/11/18
https://blog.talosintelligence.com/2021/09/tinyturla.html,2024/11/18
https://research.checkpoint.com/2019/breakingapp-whatsapp-crash-data-loss-bug/,2024/11/18
https://blog.talosintelligence.com/breaking-the-silence-recent-truebot-activity/,2024/11/18
https://blog.talosintelligence.com/emotet-coming-in-hot/,2024/11/18
https://securelist.com/online-detection-of-gauss-14/33935/,2024/11/18
https://www.wiz.io/blog/storm-0558-compromised-microsoft-key-enables-authentication-of-countless-micr,2024/11/18
https://www.crowdstrike.com/blog/who-is-pioneer-kitten/,2024/11/18
https://www.ic3.gov/CSA/2024/241010.pdf,2024/11/18
